model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand
 GLC Class,2016,25750,Semi-Auto,17000,Diesel,125,56.5,2.1,Mercedes
 Octavia,2019,17195,Automatic,4902,Diesel,145,72.4,1.6,Skoda
 Octavia,2017,12995,Semi-Auto,30048,Diesel,145,61.4,2.0,Skoda
 A Class,2019,18718,Semi-Auto,14825,Diesel,145,68.9,1.5,Mercedes
 Yeti Outdoor,2017,13490,Manual,12476,Petrol,145,51.4,1.2,Skoda
 Aygo,2019,10490,Manual,4560,Petrol,145,57.7,1.0,Toyota
 A3,2014,8400,Manual,55210,Diesel,0,74.3,1.6,Audi
 X1,2017,16300,Manual,27473,Diesel,125,58.9,2.0,BMW
 Polo,2017,9640,Manual,37778,Diesel,145,74.3,1.4,Volkswagen
 Corsa,2017,7960,Manual,12040,Petrol,30,55.4,1.4,Vauxhall
 Golf,2017,11290,Manual,44545,Diesel,20,68.9,2.0,Volkswagen
 Corsa,2016,7000,Manual,22073,Petrol,30,55.4,1.4,Vauxhall
 Corsa,2019,10093,Manual,7596,Petrol,145,43.5,1.4,Vauxhall
 Tiguan,2017,19399,Manual,39443,Diesel,125,58.9,2.0,Volkswagen
 Corsa,2017,10298,Manual,719,Petrol,150,55.4,1.4,Vauxhall
 Fabia,2018,9298,Manual,9861,Petrol,145,57.7,1.0,Skoda
 E Class,2020,59995,Semi-Auto,250,Petrol,145,32.1,3.0,Mercedes
 Yaris,2017,7998,Manual,35655,Petrol,30,58.0,1.3,Toyota
 Corsa,2016,6995,Manual,23152,Petrol,30,55.4,1.4,Vauxhall
 Kodiaq,2017,19998,Automatic,18989,Diesel,145,56.5,2.0,Skoda
 Fiesta,2017,12595,Semi-Auto,10713,Petrol,145,54.3,1.0,Ford
 C Class,2015,13854,Automatic,75306,Diesel,30,64.2,2.1,Mercedes
 Focus,2016,15066,Manual,33566,Diesel,20,67.3,2.0,Ford
 Auris,2018,17795,Automatic,25181,Hybrid,135,65.6,1.8,Toyota
 X7,2019,67000,Semi-Auto,4900,Diesel,145,33.6,3.0,BMW
 Q7,2015,27900,Automatic,60043,Diesel,205,47.9,3.0,Audi
 Astra,2019,15417,Manual,48,Diesel,145,72.4,1.6,Vauxhall
 Mokka X,2016,11499,Manual,24556,Diesel,125,60.1,1.6,Vauxhall
 5 Series,2017,16202,Semi-Auto,52590,Diesel,125,60.1,2.0,BMW
 Fiesta,2013,7785,Automatic,7000,Petrol,145,47.9,1.6,Ford
 Fiesta,2014,7990,Manual,37000,Petrol,145,47.9,1.6,Ford
 2 Series,2020,28000,Semi-Auto,1501,Diesel,145,65.7,2.0,BMW
 Golf,2013,9990,Automatic,61700,Diesel,30,62.8,2.0,Volkswagen
 Corolla,2019,24995,Automatic,1350,Hybrid,135,72.4,2.0,Toyota
 Adam,2016,7709,Manual,9697,Petrol,125,53.3,1.2,Vauxhall
 Focus,2019,14730,Manual,3803,Petrol,145,58.9,1.0,Ford
 Golf,2017,16698,Manual,38302,Diesel,20,67.3,2.0,Volkswagen
 Corsa,2018,11299,Automatic,6000,Petrol,145,39.8,1.4,Vauxhall
 Focus,2017,9998,Manual,28761,Petrol,20,60.1,1.0,Ford
 2 Series,2016,13899,Manual,24169,Petrol,125,50.4,1.5,BMW
 Fiesta,2018,11250,Manual,21959,Petrol,145,56.5,1.0,Ford
 T-Cross,2019,19790,Automatic,2500,Petrol,145,45.6,1.0,Volkswagen
 Polo,2016,12698,Semi-Auto,28135,Petrol,20,61.4,1.4,Volkswagen
 Corsa,2019,9585,Manual,13437,Petrol,145,43.5,1.4,Vauxhall
 Fiesta,2015,8070,Manual,13324,Petrol,30,54.3,1.2,Ford
 C Class,2019,26549,Automatic,4818,Diesel,145,60.1,1.6,Mercedes
 4 Series,2019,31356,Automatic,123,Petrol,145,48.7,2.0,BMW
 1 Series,2020,28875,Semi-Auto,150,Petrol,145,42.8,1.5,BMW
 X2,2020,33940,Automatic,2182,Petrol,145,34.0,2.0,BMW
 Fiesta,2016,8998,Manual,27446,Petrol,0,65.7,1.0,Ford
 A1,2015,11495,Manual,47162,Petrol,30,55.4,1.4,Audi
 Polo,2016,10991,Manual,15491,Petrol,20,60.1,1.2,Volkswagen
 A Class,2014,11990,Manual,61307,Diesel,20,70.6,1.5,Mercedes
 Golf,2019,23999,Manual,10200,Petrol,145,37.2,2.0,Volkswagen
 3 Series,2015,14199,Automatic,62051,Diesel,145,56.5,3.0,BMW
 Golf,2018,18290,Manual,9347,Petrol,145,55.4,1.5,Volkswagen
 C-HR,2017,13998,Manual,24612,Petrol,145,47.9,1.2,Toyota
 Auris,2014,13995,Automatic,32286,Hybrid,0,70.6,1.8,Toyota
 Amarok,2019,32990,Automatic,6317,Diesel,260,33.6,3.0,Volkswagen
 5 Series,2015,17000,Semi-Auto,40750,Diesel,160,50.4,3.0,BMW
 2 Series,2019,21980,Semi-Auto,4170,Petrol,145,50.4,2.0,BMW
 Crossland X,2019,12150,Manual,14121,Petrol,145,44.8,1.2,Vauxhall
 C Class,2017,33000,Semi-Auto,10439,Petrol,145,35.3,3.0,Mercedes
 A4,2016,13910,Manual,67840,Diesel,30,64.2,2.0,Audi
 Tiguan,2017,22800,Semi-Auto,23912,Diesel,125,57.6,2.0,Volkswagen
 I10,2019,8600,Manual,4920,Petrol,145,60.1,1.0,Hyundai
 A Class,2019,20991,Semi-Auto,8728,Petrol,145,53.3,1.3,Mercedes
 Focus,2019,15500,Manual,13323,Petrol,145,58.9,1.0,Ford
 A4,2018,15900,Manual,13749,Petrol,145,53.3,1.4,Audi
 A6,2019,36990,Semi-Auto,5695,Petrol,145,34.0,2.0,Audi
 Fiesta,2018,11500,Manual,27062,Petrol,145,62.8,1.0,Ford
 I20,2017,8691,Manual,12814,Petrol,145,58.9,1.2,Hyundai
 Fabia,2017,5750,Manual,34331,Petrol,20,60.1,1.0,Skoda
 Fiesta,2016,7511,Manual,21751,Petrol,125,54.3,1.2,Ford
 C Class,2015,18990,Semi-Auto,25199,Diesel,30,64.2,2.1,Mercedes
 C-MAX,2016,7689,Manual,65569,Diesel,20,68.9,1.5,Ford
 3 Series,2017,19980,Semi-Auto,15762,Diesel,145,53.3,3.0,BMW
 I10,2020,13495,Manual,1000,Petrol,145,51.4,1.2,Hyundai
 Focus,2017,10450,Manual,15267,Petrol,145,60.1,1.0,Ford
 Zafira,2016,10995,Manual,9065,Petrol,200,42.2,1.4,Vauxhall
 B-MAX,2016,9350,Semi-Auto,13144,Petrol,160,44.1,1.6,Ford
 4 Series,2015,15200,Automatic,49450,Diesel,20,62.8,2.0,BMW
 Corsa,2016,8995,Automatic,12623,Petrol,150,47.9,1.4,Vauxhall
 Tiguan Allspace,2019,23495,Manual,9000,Petrol,145,46.3,2.0,Volkswagen
 3 Series,2013,11001,Manual,61000,Diesel,125,58.9,2.0,BMW
 Polo,2017,9472,Manual,20696,Petrol,145,60.1,1.0,Volkswagen
 A4,2016,15450,Semi-Auto,43420,Petrol,30,55.4,2.0,Audi
 E Class,2019,27995,Semi-Auto,5594,Diesel,150,58.9,2.0,Mercedes
 B Class,2014,8990,Semi-Auto,50554,Diesel,30,64.2,1.5,Mercedes
 GLA Class,2017,14950,Manual,54952,Diesel,30,64.2,2.1,Mercedes
 A5,2019,29745,Manual,3000,Petrol,145,37.2,2.0,Audi
 Focus,2017,10991,Manual,25899,Petrol,150,60.1,1.0,Ford
 5 Series,2019,41070,Automatic,10,Diesel,145,65.7,2.0,BMW
 Mokka X,2017,11220,Manual,14041,Petrol,200,42.2,1.6,Vauxhall
 Fabia,2017,10385,Semi-Auto,27093,Petrol,145,61.4,1.0,Skoda
 Fiesta,2018,10900,Manual,18180,Petrol,145,65.7,1.0,Ford
 Fiesta,2016,10690,Automatic,7957,Petrol,0,57.7,1.0,Ford
 C-MAX,2016,9990,Manual,37249,Diesel,20,68.9,1.5,Ford
 X5,2019,43956,Semi-Auto,10175,Diesel,145,37.7,3.0,BMW
 EcoSport,2014,7495,Manual,55000,Petrol,160,44.8,1.5,Ford
 Mondeo,2020,22000,Manual,10,Diesel,145,65.7,2.0,Ford
 Q3,2017,21450,Semi-Auto,21871,Petrol,145,47.9,1.4,Audi
 X3,2017,18250,Automatic,36204,Diesel,145,54.3,2.0,BMW
 Focus,2017,10950,Manual,14301,Petrol,145,61.4,1.0,Ford
 Superb,2016,12995,Manual,20304,Petrol,30,57.7,1.4,Skoda
 Polo,2018,12495,Manual,19000,Petrol,145,64.2,1.0,Volkswagen
 Kuga,2019,17870,Manual,6618,Diesel,145,45.6,1.5,Ford
 Fabia,2017,8500,Manual,20000,Petrol,145,64.2,1.0,Skoda
 Auris,2017,10498,Manual,28102,Petrol,30,58.9,1.2,Toyota
 Insignia,2015,6500,Manual,70880,Diesel,20,72.4,1.6,Vauxhall
 Aygo,2017,7495,Manual,16791,Petrol,145,69.0,1.0,Toyota
 Tiguan,2018,24890,Automatic,13346,Diesel,145,49.6,2.0,Volkswagen
 CLS Class,2017,23998,Semi-Auto,27354,Diesel,160,49.6,3.0,Mercedes
 C Class,2019,38991,Automatic,4811,Diesel,145,61.4,2.0,Mercedes
 A Class,2019,23980,Semi-Auto,9,Petrol,145,28.5,1.3,Mercedes
 Corsa,2017,11995,Automatic,10000,Petrol,145,47.9,1.4,Vauxhall
 Golf,2019,15999,Manual,10323,Diesel,145,57.7,1.6,Volkswagen
 X2,2019,27669,Semi-Auto,13440,Diesel,145,58.9,2.0,BMW
 Kona,2018,11998,Manual,26615,Petrol,145,52.3,1.0,Hyundai
 Astra,2018,9699,Manual,32259,Petrol,145,52.3,1.4,Vauxhall
 Golf,2014,15499,Automatic,27210,Petrol,160,44.1,2.0,Volkswagen
 Crossland X,2019,13991,Manual,3245,Diesel,145,60.1,1.5,Vauxhall
 Golf,2016,12495,Manual,16000,Petrol,30,53.3,1.4,Volkswagen
 Tucson,2019,25980,Automatic,5792,Hybrid,145,50.4,1.6,Hyundai
 GLA Class,2016,19980,Semi-Auto,32465,Diesel,125,56.5,2.1,Mercedes
 Combo Life,2019,13875,Manual,10693,Petrol,145,42.2,1.2,Vauxhall
 Corsa,2016,6291,Manual,33126,Petrol,30,55.4,1.4,Vauxhall
 Golf,2016,11000,Manual,33000,Diesel,0,74.3,1.6,Volkswagen
 Kuga,2019,17200,Manual,15378,Diesel,145,38.2,2.0,Ford
 EcoSport,2015,7998,Manual,33515,Diesel,30,61.4,1.5,Ford
 Q7,2020,49989,Semi-Auto,6000,Diesel,145,33.2,3.0,Audi
 X5,2016,28172,Automatic,69798,Diesel,200,47.1,3.0,BMW
 3 Series,2018,19992,Semi-Auto,32456,Diesel,145,62.8,2.0,BMW
 C Class,2019,46599,Semi-Auto,1724,Petrol,145,30.4,3.0,Mercedes
 A4,2017,18230,Manual,17450,Diesel,145,67.3,2.0,Audi
 A Class,2016,12750,Manual,27539,Petrol,125,51.4,1.6,Mercedes
 A Class,2019,18480,Automatic,17820,Diesel,150,65.7,1.5,Mercedes
 Caddy Maxi Life,2019,19000,Automatic,12174,Diesel,145,44.1,2.0,Volkswagen
 A6,2016,13498,Semi-Auto,78545,Diesel,20,67.3,2.0,Audi
 Insignia,2018,13000,Manual,18914,Petrol,145,47.1,1.5,Vauxhall
 A8,2018,37000,Automatic,10296,Diesel,145,50.4,3.0,Audi
 I10,2020,13995,Manual,3000,Petrol,145,56.5,1.0,Hyundai
 Fiesta,2014,7350,Semi-Auto,37500,Petrol,0,57.7,1.0,Ford
 Passat,2016,13495,Manual,36694,Diesel,20,67.3,1.6,Volkswagen
 Fiesta,2014,7900,Manual,14175,Petrol,0,65.7,1.0,Ford
 Auris,2017,17850,Automatic,13175,Hybrid,135,78.5,1.8,Toyota
 Astra,2018,10950,Semi-Auto,14900,Petrol,145,51.4,1.4,Vauxhall
 Golf,2020,24999,Automatic,776,Diesel,145,60.1,2.0,Volkswagen
 Verso,2016,10982,Manual,30000,Petrol,200,41.5,1.6,Toyota
 Kuga,2014,12200,Automatic,35180,Petrol,260,36.7,1.6,Ford
 Q7,2019,66000,Automatic,5000,Diesel,145,33.2,3.0,Audi
 X5,2017,31950,Automatic,27932,Diesel,145,47.1,3.0,BMW
 C Class,2015,12672,Manual,44121,Diesel,20,70.6,2.1,Mercedes
 Q2,2019,23995,Semi-Auto,3860,Diesel,145,47.9,2.0,Audi
 I30,2019,24000,Manual,555,Petrol,145,34.0,2.0,Hyundai
 Yaris,2013,4998,Manual,65545,Petrol,30,58.9,1.0,Toyota
 Citigo,2016,7495,Manual,22890,Petrol,20,62.8,1.0,Skoda
 Insignia,2019,21995,Manual,23,Diesel,145,49.6,2.0,Vauxhall
 A1,2016,12950,Manual,25941,Petrol,30,55.4,1.4,Audi
 A3,2018,16500,Manual,22000,Petrol,150,60.1,1.0,Audi
 C Class,2019,19799,Semi-Auto,14272,Petrol,145,46.3,1.5,Mercedes
 Corsa,2019,7995,Manual,15170,Petrol,150,43.5,1.4,Vauxhall
 Q2,2017,22750,Automatic,33297,Diesel,145,58.9,2.0,Audi
 Passat,2015,9399,Manual,72129,Diesel,20,67.3,2.0,Volkswagen
 Yaris,2018,10890,Manual,14964,Petrol,145,58.9,1.5,Toyota
 Fiesta,2018,13499,Manual,8230,Petrol,145,65.7,1.0,Ford
 B Class,2017,16299,Semi-Auto,19160,Diesel,145,68.9,2.1,Mercedes
 2 Series,2019,20980,Manual,1000,Petrol,145,52.3,1.5,BMW
 Auris,2016,12990,Automatic,19022,Hybrid,0,78.5,1.8,Toyota
 Fiesta,2013,5999,Manual,46332,Petrol,0,65.7,1.0,Ford
 E Class,2017,19760,Automatic,23811,Diesel,145,61.4,2.0,Mercedes
 C Class,2019,29450,Automatic,7275,Diesel,145,61.4,2.0,Mercedes
 Fiesta,2017,8800,Manual,20221,Petrol,0,65.7,1.0,Ford
 Grandland X,2018,15798,Manual,20815,Diesel,145,56.5,1.5,Vauxhall
 Mokka,2016,7998,Manual,48125,Petrol,205,40.9,1.6,Vauxhall
 I30,2017,9690,Manual,15824,Petrol,145,48.7,1.4,Hyundai
 C Class,2013,9000,Automatic,56544,Diesel,145,56.5,2.1,Mercedes
 Kuga,2017,16499,Manual,19610,Diesel,145,60.1,2.0,Ford
 Q2,2019,22698,Manual,9525,Petrol,145,40.9,1.5,Audi
 1 Series,2018,15000,Automatic,10058,Petrol,145,37.2,1.5,BMW
 5 Series,2019,31775,Semi-Auto,579,Diesel,145,60.1,2.0,BMW
 CC,2013,8847,Automatic,70757,Diesel,145,53.3,2.0,Volkswagen
 Astra,2017,8991,Manual,30304,Petrol,145,51.4,1.4,Vauxhall
 3 Series,2016,10490,Manual,63000,Diesel,20,72.4,2.0,BMW
 Zafira,2017,11499,Manual,13835,Petrol,200,42.2,1.4,Vauxhall
 E Class,2018,23102,Semi-Auto,25319,Diesel,145,61.4,2.0,Mercedes
 CL Class,2019,27399,Semi-Auto,1938,Petrol,145,38.2,2.0,Mercedes
 A1,2013,6800,Manual,62023,Diesel,0,74.3,1.6,Audi
 A Class,2016,15378,Manual,21256,Diesel,30,62.8,2.1,Mercedes
 Q3,2014,13042,Semi-Auto,69416,Diesel,200,47.9,2.0,Audi
 Viva,2016,6495,Manual,25599,Petrol,20,62.8,1.0,Vauxhall
 Fiesta,2016,9750,Manual,22000,Petrol,0,65.7,1.0,Ford
 E Class,2019,34400,Automatic,10434,Diesel,150,48.7,2.9,Mercedes
 EcoSport,2018,14799,Manual,23109,Petrol,145,51.4,1.0,Ford
 RAV4,2016,20250,Automatic,29200,Hybrid,20,57.6,2.5,Toyota
 Viva,2018,7000,Manual,4360,Petrol,145,61.4,1.0,Vauxhall
 Aygo,2019,9490,Manual,1114,Petrol,145,56.5,1.0,Toyota
 Focus,2019,20400,Automatic,4365,Diesel,145,49.6,2.0,Ford
 I40,2013,5495,Manual,76698,Diesel,30,62.8,1.7,Hyundai
 Mokka X,2019,15495,Manual,3129,Petrol,145,39.2,1.4,Vauxhall
 C-MAX,2017,13600,Manual,19996,Petrol,150,55.4,1.0,Ford
 Golf,2019,26999,Automatic,10008,Petrol,145,32.8,2.0,Volkswagen
 Corsa,2016,8000,Manual,16182,Petrol,30,55.4,1.4,Vauxhall
 Q2,2018,20498,Manual,10005,Petrol,145,50.4,1.4,Audi
 Fiesta,2018,10500,Manual,10995,Petrol,145,65.7,1.0,Ford
 1 Series,2017,23995,Semi-Auto,7409,Petrol,145,39.8,3.0,BMW
 Fiesta,2015,6995,Manual,41198,Petrol,0,65.7,1.0,Ford
 Mokka X,2018,10995,Manual,35995,Petrol,145,47.1,1.4,Vauxhall
 Up,2019,10999,Manual,10,Petrol,145,54.3,1.0,Volkswagen
 Beetle,2001,2490,Manual,47729,Petrol,330,32.5,2.0,Volkswagen
 Passat,2019,19990,Semi-Auto,12084,Diesel,150,49.6,2.0,Volkswagen
 4 Series,2019,27940,Automatic,7102,Diesel,145,58.9,2.0,BMW
 Astra,2011,4500,Manual,63000,Diesel,145,55.4,2.0,Vauxhall
 A4,2017,13995,Semi-Auto,70580,Diesel,145,70.6,2.0,Audi
 I10,2017,6295,Manual,30195,Petrol,145,60.1,1.0,Hyundai
 Yeti,2015,9995,Manual,48870,Diesel,200,48.7,2.0,Skoda
 Polo,2019,15000,Manual,6500,Petrol,150,52.3,1.0,Volkswagen
 5 Series,2019,31670,Automatic,11537,Diesel,145,62.8,2.0,BMW
 7 Series,2019,45400,Semi-Auto,2212,Diesel,145,42.2,3.0,BMW
 4 Series,2018,21990,Semi-Auto,24118,Diesel,150,65.7,2.0,BMW
 Focus,2016,12200,Semi-Auto,15357,Diesel,30,64.2,2.0,Ford
 5 Series,2017,19099,Automatic,37401,Diesel,145,68.9,2.0,BMW
 Q3,2020,33881,Semi-Auto,4432,Petrol,145,31.4,2.0,Audi
 CLA Class,2016,18500,Automatic,30106,Diesel,125,58.9,2.1,Mercedes
 Scala,2020,21450,Semi-Auto,1000,Petrol,145,47.1,1.0,Skoda
 Golf,2019,17134,Semi-Auto,13712,Petrol,145,45.6,1.0,Volkswagen
 Kuga,2019,23995,Manual,3268,Petrol,145,39.2,1.5,Ford
 Golf,2017,13390,Manual,33344,Petrol,145,58.9,1.0,Volkswagen
 A4,2017,19990,Semi-Auto,18132,Petrol,145,50.4,1.4,Audi
 Focus,2018,18000,Automatic,3969,Petrol,145,47.9,1.5,Ford
 Fiesta,2016,7986,Manual,19763,Petrol,125,54.3,1.2,Ford
 Mokka X,2017,10790,Manual,12279,Petrol,145,42.2,1.6,Vauxhall
 A3,2019,31950,Semi-Auto,6602,Petrol,145,34.9,2.0,Audi
 Golf,2016,14689,Manual,45701,Diesel,20,67.3,2.0,Volkswagen
 Corsa,2017,8541,Manual,5841,Petrol,145,55.4,1.4,Vauxhall
 C-HR,2019,22498,Automatic,17288,Hybrid,135,74.3,1.8,Toyota
 Kamiq,2020,18990,Automatic,228,Petrol,145,44.1,1.5,Skoda
 Crossland X,2020,15498,Manual,600,Petrol,150,47.9,1.2,Vauxhall
 GLC Class,2020,49995,Semi-Auto,2607,Petrol,145,27.4,3.0,Mercedes
 C Class,2018,27244,Automatic,12054,Diesel,145,67.3,2.1,Mercedes
 1 Series,2016,10800,Manual,27920,Petrol,125,53.3,1.5,BMW
 Fiesta,2014,8299,Manual,22896,Petrol,0,65.7,1.0,Ford
 Fiesta,2014,7390,Manual,17014,Petrol,0,65.7,1.0,Ford
 Tucson,2017,13499,Manual,25089,Diesel,145,61.7,1.7,Hyundai
 M4,2019,46000,Automatic,2460,Petrol,145,34.0,3.0,BMW
 GLE Class,2017,37477,Automatic,25662,Diesel,305,39.2,3.0,Mercedes
 Focus,2019,15950,Manual,9550,Diesel,145,74.3,1.5,Ford
 3 Series,2013,8990,Automatic,75000,Diesel,145,53.3,2.0,BMW
 Fiesta,2017,9695,Manual,22617,Petrol,150,65.7,1.0,Ford
 A5,2016,17797,Automatic,51235,Diesel,160,50.4,2.0,Audi
 I30,2015,8995,Automatic,18078,Diesel,20,67.3,1.6,Hyundai
 Z4,2019,43995,Automatic,4401,Petrol,145,33.2,3.0,BMW
 Polo,2020,18495,Semi-Auto,5129,Petrol,145,46.3,1.0,Volkswagen
 Golf,2017,19895,Manual,18714,Diesel,145,60.1,2.0,Volkswagen
 C Class,2019,35499,Semi-Auto,1023,Petrol,145,44.1,1.5,Mercedes
 A6,2016,14499,Automatic,84252,Diesel,30,64.2,2.0,Audi
 Fabia,2018,9995,Manual,10880,Petrol,145,64.2,1.0,Skoda
 Fiesta,2017,10800,Semi-Auto,7473,Petrol,0,57.7,1.0,Ford
 Aygo,2019,10261,Automatic,3281,Petrol,145,55.4,1.0,Toyota
 C Class,2017,18998,Automatic,20949,Diesel,145,61.4,2.1,Mercedes
 Polo,2018,11950,Manual,14855,Petrol,150,64.2,1.0,Volkswagen
 Yeti Outdoor,2017,14490,Semi-Auto,25952,Petrol,125,51.4,1.2,Skoda
 A1,2019,21991,Semi-Auto,10,Petrol,145,44.8,1.5,Audi
 X1,2017,20980,Semi-Auto,31630,Diesel,150,55.4,2.0,BMW
 Fiesta,2017,9590,Manual,15540,Petrol,0,65.7,1.0,Ford
 Corsa,2017,10320,Automatic,6397,Petrol,145,47.9,1.4,Vauxhall
 Golf,2019,19499,Automatic,1602,Diesel,145,53.3,2.0,Volkswagen
 5 Series,2019,26275,Semi-Auto,7585,Diesel,145,65.7,2.0,BMW
